# J, eta_p, CT, CP
0.0,0.00,0.0907,0.0302
0.0,0.06,0.0888,0.0301
0.0,0.11,0.0869,0.0300
0.1,0.16,0.0847,0.0297
0.1,0.21,0.0828,0.0296
0.1,0.26,0.0805,0.0293
0.1,0.30,0.0781,0.0290
0.1,0.35,0.0756,0.0287
0.1,0.39,0.0730,0.0283
0.2,0.43,0.0703,0.0279
0.2,0.46,0.0675,0.0274
0.2,0.50,0.0647,0.0269
0.2,0.53,0.0617,0.0263
0.2,0.56,0.0587,0.0257
0.3,0.58,0.0556,0.0250
0.3,0.61,0.0525,0.0242
0.3,0.63,0.0492,0.0234
0.3,0.65,0.0459,0.0224
0.3,0.67,0.0425,0.0215
0.3,0.68,0.0390,0.0204
0.4,0.69,0.0355,0.0193
0.4,0.69,0.0318,0.0181
0.4,0.69,0.0281,0.0169
0.4,0.68,0.0243,0.0155
0.4,0.66,0.0204,0.0141
0.5,0.62,0.0164,0.0127
0.5,0.56,0.0125,0.0110
0.5,0.46,0.0083,0.0096
0.5,0.29,0.0042,0.0080
0.5,0.00,0.0001,0.0065
