# J, eta_p, CT, CP
0.0,0.00,0.1163,0.1384
0.0,0.05,0.1166,0.1359
0.1,0.09,0.1169,0.1334
0.1,0.14,0.1172,0.1307
0.2,0.18,0.1174,0.1279
0.2,0.23,0.1175,0.1250
0.2,0.27,0.1176,0.1221
0.3,0.32,0.1176,0.1190
0.3,0.37,0.1174,0.1160
0.4,0.41,0.1171,0.1128
0.4,0.46,0.1166,0.1096
0.5,0.51,0.1158,0.1064
0.5,0.56,0.1148,0.1032
0.5,0.62,0.1131,0.0999
0.6,0.67,0.1107,0.0965
0.6,0.72,0.1073,0.0931
0.7,0.76,0.1025,0.0896
0.7,0.79,0.0965,0.0858
0.7,0.82,0.0892,0.0815
0.8,0.84,0.0818,0.0770
0.8,0.85,0.0743,0.0721
0.9,0.87,0.0667,0.0668
0.9,0.88,0.0588,0.0609
0.9,0.89,0.0509,0.0544
1.0,0.90,0.0427,0.0473
1.0,0.90,0.0344,0.0396
1.1,0.89,0.0260,0.0314
1.1,0.86,0.0174,0.0227
1.2,0.74,0.0088,0.0137
1.2,-0.00,0.0000,0.0054
