# J, eta_p, CT, CP
0.0,0.00,0.0740,0.0335
0.0,0.05,0.0731,0.0325
0.0,0.10,0.0722,0.0315
0.1,0.15,0.0710,0.0306
0.1,0.20,0.0697,0.0298
0.1,0.25,0.0683,0.0289
0.1,0.30,0.0668,0.0281
0.1,0.35,0.0651,0.0273
0.2,0.39,0.0634,0.0266
0.2,0.44,0.0614,0.0260
0.2,0.48,0.0594,0.0253
0.2,0.52,0.0571,0.0247
0.2,0.55,0.0546,0.0242
0.3,0.58,0.0520,0.0237
0.3,0.61,0.0493,0.0231
0.3,0.63,0.0466,0.0225
0.3,0.65,0.0438,0.0218
0.3,0.67,0.0409,0.0210
0.4,0.69,0.0378,0.0201
0.4,0.70,0.0347,0.0191
0.4,0.71,0.0316,0.0180
0.4,0.72,0.0283,0.0168
0.4,0.72,0.0250,0.0155
0.5,0.72,0.0217,0.0141
0.5,0.71,0.0183,0.0126
0.5,0.68,0.0148,0.0111
0.5,0.63,0.0112,0.0095
0.5,0.54,0.0075,0.0079
0.6,0.37,0.0038,0.0061
0.6,-0.00,-0.0000,0.0046
