# J, eta_p, CT, CP
0.0,0.00,0.1143,0.0695
0.0,0.06,0.1143,0.0699
0.1,0.12,0.1143,0.0705
0.1,0.18,0.1143,0.0711
0.1,0.23,0.1142,0.0722
0.2,0.28,0.1140,0.0725
0.2,0.33,0.1137,0.0731
0.2,0.38,0.1133,0.0737
0.3,0.43,0.1127,0.0743
0.3,0.47,0.1119,0.0747
0.3,0.51,0.1108,0.0750
0.4,0.55,0.1093,0.0750
0.4,0.59,0.1073,0.0749
0.4,0.63,0.1047,0.0742
0.5,0.66,0.1014,0.0731
0.5,0.69,0.0970,0.0711
0.5,0.72,0.0914,0.0684
0.6,0.74,0.0853,0.0657
0.6,0.76,0.0791,0.0627
0.6,0.78,0.0727,0.0596
0.7,0.79,0.0662,0.0562
0.7,0.80,0.0596,0.0524
0.7,0.81,0.0526,0.0480
0.8,0.81,0.0456,0.0433
0.8,0.81,0.0384,0.0380
0.8,0.81,0.0310,0.0322
0.9,0.79,0.0234,0.0259
0.9,0.74,0.0157,0.0194
0.9,0.61,0.0079,0.0124
1.0,-0.00,-0.0000,0.0059
