# J, eta_p, CT, CP
0.0,0.00,0.1094,0.0932
0.0,0.05,0.1094,0.0920
0.1,0.10,0.1095,0.0907
0.1,0.15,0.1095,0.0894
0.1,0.20,0.1094,0.0879
0.2,0.25,0.1093,0.0866
0.2,0.30,0.1092,0.0850
0.2,0.34,0.1089,0.0835
0.3,0.39,0.1086,0.0819
0.3,0.44,0.1081,0.0803
0.4,0.49,0.1073,0.0787
0.4,0.54,0.1061,0.0769
0.4,0.59,0.1043,0.0750
0.5,0.64,0.1019,0.0731
0.5,0.68,0.0987,0.0712
0.5,0.72,0.0945,0.0692
0.6,0.75,0.0892,0.0667
0.6,0.78,0.0831,0.0638
0.6,0.80,0.0769,0.0608
0.7,0.82,0.0705,0.0576
0.7,0.84,0.0641,0.0540
0.7,0.85,0.0574,0.0500
0.8,0.86,0.0507,0.0457
0.8,0.87,0.0438,0.0410
0.8,0.87,0.0368,0.0358
0.9,0.86,0.0297,0.0303
0.9,0.83,0.0224,0.0246
0.9,0.77,0.0151,0.0186
1.0,0.60,0.0076,0.0124
1.0,-0.00,-0.0000,0.0067
