# J, eta_p, CT, CP
0.0,0.00,0.0955,0.0535
0.0,0.05,0.0948,0.0519
0.1,0.10,0.0940,0.0504
0.1,0.15,0.0930,0.0487
0.1,0.20,0.0919,0.0471
0.1,0.25,0.0905,0.0453
0.1,0.30,0.0888,0.0438
0.2,0.35,0.0869,0.0426
0.2,0.40,0.0847,0.0412
0.2,0.44,0.0823,0.0403
0.2,0.49,0.0796,0.0392
0.3,0.53,0.0767,0.0381
0.3,0.56,0.0734,0.0370
0.3,0.60,0.0700,0.0360
0.3,0.63,0.0663,0.0350
0.3,0.65,0.0626,0.0339
0.4,0.68,0.0588,0.0328
0.4,0.70,0.0550,0.0316
0.4,0.72,0.0510,0.0303
0.4,0.73,0.0469,0.0287
0.5,0.74,0.0426,0.0270
0.5,0.75,0.0382,0.0251
0.5,0.76,0.0337,0.0230
0.5,0.76,0.0291,0.0208
0.6,0.76,0.0245,0.0184
0.6,0.73,0.0197,0.0159
0.6,0.69,0.0150,0.0134
0.6,0.60,0.0101,0.0108
0.7,0.42,0.0051,0.0081
0.7,-0.00,-0.0000,0.0057
