# J, eta_p, CT, CP
0.0,0.00,0.1449,0.1853
0.0,0.05,0.1452,0.1821
0.1,0.10,0.1456,0.1788
0.1,0.15,0.1458,0.1753
0.2,0.20,0.1460,0.1718
0.2,0.24,0.1460,0.1681
0.3,0.29,0.1460,0.1644
0.3,0.33,0.1457,0.1605
0.3,0.38,0.1453,0.1565
0.4,0.42,0.1447,0.1523
0.4,0.47,0.1438,0.1481
0.5,0.51,0.1425,0.1438
0.5,0.56,0.1407,0.1394
0.6,0.60,0.1379,0.1344
0.6,0.65,0.1341,0.1290
0.6,0.70,0.1288,0.1219
0.7,0.74,0.1223,0.1157
0.7,0.77,0.1146,0.1098
0.8,0.80,0.1060,0.1039
0.8,0.82,0.0972,0.0981
0.9,0.83,0.0885,0.0919
0.9,0.85,0.0795,0.0852
1.0,0.86,0.0703,0.0777
1.0,0.87,0.0610,0.0697
1.0,0.88,0.0513,0.0607
1.1,0.88,0.0415,0.0509
1.1,0.88,0.0314,0.0403
1.2,0.85,0.0212,0.0291
1.2,0.76,0.0107,0.0172
1.3,-0.00,-0.0000,0.0052
