# J, eta_p, CT, CP
0.0,0.00,0.0832,0.0302
0.0,0.05,0.0818,0.0300
0.0,0.11,0.0804,0.0298
0.1,0.16,0.0786,0.0295
0.1,0.21,0.0771,0.0293
0.1,0.26,0.0753,0.0290
0.1,0.30,0.0734,0.0287
0.1,0.35,0.0713,0.0283
0.2,0.39,0.0691,0.0279
0.2,0.43,0.0667,0.0275
0.2,0.47,0.0642,0.0270
0.2,0.50,0.0616,0.0265
0.2,0.53,0.0589,0.0259
0.2,0.56,0.0560,0.0253
0.3,0.59,0.0531,0.0246
0.3,0.62,0.0501,0.0238
0.3,0.64,0.0470,0.0231
0.3,0.66,0.0439,0.0222
0.3,0.67,0.0407,0.0213
0.4,0.69,0.0374,0.0203
0.4,0.70,0.0341,0.0191
0.4,0.71,0.0306,0.0179
0.4,0.71,0.0270,0.0165
0.4,0.70,0.0234,0.0150
0.5,0.69,0.0196,0.0135
0.5,0.66,0.0158,0.0118
0.5,0.62,0.0119,0.0101
0.5,0.53,0.0080,0.0083
0.5,0.36,0.0040,0.0066
0.6,-0.01,-0.0001,0.0050
