# J, eta_p, CT, CP
0.0,0.00,0.1042,0.0462
0.0,0.05,0.1031,0.0457
0.1,0.11,0.1018,0.0453
0.1,0.16,0.1004,0.0448
0.1,0.21,0.0987,0.0443
0.1,0.26,0.0969,0.0438
0.1,0.31,0.0948,0.0432
0.2,0.36,0.0924,0.0425
0.2,0.40,0.0898,0.0418
0.2,0.45,0.0870,0.0412
0.2,0.49,0.0839,0.0406
0.3,0.52,0.0805,0.0398
0.3,0.56,0.0770,0.0390
0.3,0.59,0.0733,0.0380
0.3,0.62,0.0695,0.0370
0.3,0.65,0.0656,0.0358
0.4,0.67,0.0616,0.0345
0.4,0.69,0.0576,0.0331
0.4,0.71,0.0534,0.0316
0.4,0.73,0.0490,0.0300
0.5,0.74,0.0446,0.0281
0.5,0.76,0.0400,0.0261
0.5,0.76,0.0353,0.0239
0.5,0.76,0.0306,0.0216
0.6,0.76,0.0257,0.0192
0.6,0.73,0.0208,0.0167
0.6,0.69,0.0157,0.0141
0.6,0.59,0.0106,0.0115
0.7,0.40,0.0053,0.0088
0.7,-0.01,-0.0001,0.0065
