# J, eta_p, CT, CP
0.0,0.00,0.1184,0.0892
0.0,0.05,0.1184,0.0887
0.1,0.11,0.1184,0.0879
0.1,0.16,0.1183,0.0872
0.1,0.21,0.1181,0.0865
0.2,0.26,0.1178,0.0858
0.2,0.30,0.1174,0.0847
0.2,0.35,0.1168,0.0838
0.3,0.40,0.1159,0.0827
0.3,0.44,0.1147,0.0814
0.3,0.49,0.1131,0.0799
0.4,0.53,0.1109,0.0781
0.4,0.57,0.1082,0.0761
0.4,0.62,0.1048,0.0738
0.5,0.65,0.1005,0.0712
0.5,0.69,0.0951,0.0684
0.5,0.71,0.0892,0.0657
0.6,0.74,0.0833,0.0631
0.6,0.76,0.0771,0.0601
0.6,0.78,0.0708,0.0569
0.7,0.79,0.0644,0.0534
0.7,0.80,0.0578,0.0497
0.7,0.81,0.0511,0.0454
0.8,0.81,0.0443,0.0409
0.8,0.81,0.0373,0.0361
0.8,0.80,0.0301,0.0308
0.9,0.77,0.0228,0.0253
0.9,0.69,0.0153,0.0195
0.9,0.52,0.0077,0.0137
0.9,-0.00,0.0000,0.0081
