# J, eta_p, CT, CP
0.0,0.00,0.1099,0.0586
0.0,0.05,0.1096,0.0581
0.1,0.11,0.1092,0.0576
0.1,0.16,0.1086,0.0570
0.1,0.21,0.1079,0.0565
0.1,0.27,0.1068,0.0553
0.2,0.32,0.1056,0.0549
0.2,0.37,0.1041,0.0546
0.2,0.41,0.1023,0.0547
0.2,0.46,0.1000,0.0539
0.3,0.50,0.0974,0.0537
0.3,0.54,0.0943,0.0529
0.3,0.58,0.0907,0.0519
0.4,0.62,0.0868,0.0507
0.4,0.65,0.0825,0.0493
0.4,0.68,0.0779,0.0477
0.4,0.71,0.0732,0.0459
0.5,0.73,0.0683,0.0440
0.5,0.75,0.0634,0.0421
0.5,0.77,0.0582,0.0398
0.5,0.78,0.0528,0.0373
0.6,0.79,0.0474,0.0346
0.6,0.80,0.0418,0.0317
0.6,0.80,0.0361,0.0285
0.7,0.80,0.0303,0.0252
0.7,0.78,0.0245,0.0217
0.7,0.74,0.0185,0.0180
0.7,0.66,0.0125,0.0141
0.8,0.48,0.0063,0.0102
0.8,-0.00,0.0000,0.0067
