# J, eta_p, CT, CP
0.0,0.00,0.1338,0.0836
0.0,0.07,0.1340,0.0853
0.1,0.13,0.1342,0.0871
0.1,0.19,0.1343,0.0891
0.2,0.25,0.1345,0.0912
0.2,0.31,0.1346,0.0932
0.3,0.36,0.1346,0.0955
0.3,0.41,0.1346,0.0977
0.3,0.46,0.1345,0.1000
0.4,0.50,0.1343,0.1023
0.4,0.54,0.1339,0.1046
0.5,0.58,0.1333,0.1068
0.5,0.62,0.1324,0.1088
0.6,0.65,0.1308,0.1104
0.6,0.68,0.1284,0.1113
0.6,0.71,0.1250,0.1112
0.7,0.74,0.1202,0.1099
0.7,0.76,0.1137,0.1069
0.8,0.78,0.1054,0.1021
0.8,0.80,0.0969,0.0968
0.8,0.82,0.0881,0.0910
0.9,0.83,0.0792,0.0846
0.9,0.84,0.0701,0.0776
1.0,0.84,0.0607,0.0699
1.0,0.84,0.0512,0.0614
1.1,0.84,0.0414,0.0522
1.1,0.82,0.0313,0.0421
1.1,0.76,0.0210,0.0316
1.2,0.60,0.0106,0.0209
1.2,0.00,0.0000,0.0104
