# J, eta_p, CT, CP
0.00,0.0000,0.1224,0.1547
0.04,0.0460,0.1228,0.1525
0.09,0.0916,0.1232,0.1502
0.13,0.1365,0.1235,0.1481
0.18,0.1808,0.1239,0.1461
0.22,0.2285,0.1240,0.1421
0.27,0.2689,0.1243,0.1416
0.31,0.3136,0.1244,0.1389
0.36,0.3630,0.1242,0.1346
0.40,0.4046,0.1242,0.1329
0.45,0.4510,0.1238,0.1298
0.49,0.5022,0.1231,0.1257
0.54,0.5461,0.1223,0.1237
0.58,0.5987,0.1209,0.1195
0.63,0.6437,0.1191,0.1171
0.67,0.6911,0.1162,0.1136
0.72,0.7340,0.1121,0.1100
0.76,0.7731,0.1064,0.1051
0.81,0.7989,0.0997,0.1011
0.85,0.8208,0.0921,0.0959
0.89,0.8391,0.0842,0.0902
0.94,0.8547,0.0761,0.0840
0.98,0.8660,0.0674,0.0769
1.03,0.8761,0.0584,0.0690
1.07,0.8821,0.0494,0.0604
1.12,0.8811,0.0399,0.0509
1.16,0.8682,0.0304,0.0411
1.21,0.8257,0.0207,0.0306
1.25,0.6894,0.0103,0.0192
1.30,0.0211,-0.0001,0.0081
