# J, eta_p, CT, CP
0.0,0.00,0.1221,0.1181
0.1,0.06,0.1225,0.1184
0.1,0.13,0.1229,0.1188
0.1,0.19,0.1233,0.1194
0.2,0.24,0.1238,0.1202
0.2,0.30,0.1242,0.1210
0.3,0.35,0.1247,0.1220
0.3,0.40,0.1251,0.1231
0.4,0.45,0.1255,0.1242
0.4,0.49,0.1258,0.1255
0.5,0.53,0.1259,0.1268
0.6,0.57,0.1260,0.1279
0.6,0.61,0.1258,0.1289
0.7,0.65,0.1252,0.1295
0.7,0.69,0.1242,0.1299
0.8,0.72,0.1227,0.1298
0.8,0.76,0.1201,0.1288
0.9,0.79,0.1159,0.1263
0.9,0.82,0.1097,0.1217
1.0,0.84,0.1008,0.1146
1.0,0.86,0.0914,0.1072
1.1,0.87,0.0821,0.0995
1.1,0.88,0.0725,0.0909
1.2,0.89,0.0628,0.0815
1.2,0.90,0.0528,0.0710
1.3,0.90,0.0426,0.0594
1.3,0.90,0.0322,0.0468
1.4,0.87,0.0216,0.0338
1.4,0.74,0.0109,0.0208
1.5,-0.00,-0.0000,0.0085
