# J, eta_p, CT, CP
0.0,0.00,0.1215,0.1373
0.0,0.05,0.1218,0.1349
0.1,0.09,0.1220,0.1324
0.1,0.14,0.1222,0.1298
0.2,0.18,0.1223,0.1270
0.2,0.23,0.1224,0.1242
0.2,0.27,0.1224,0.1213
0.3,0.32,0.1222,0.1183
0.3,0.37,0.1220,0.1152
0.4,0.41,0.1215,0.1121
0.4,0.46,0.1209,0.1089
0.4,0.51,0.1199,0.1056
0.5,0.57,0.1183,0.1022
0.5,0.62,0.1160,0.0985
0.6,0.67,0.1127,0.0947
0.6,0.72,0.1082,0.0909
0.6,0.75,0.1025,0.0873
0.7,0.78,0.0958,0.0834
0.7,0.81,0.0885,0.0793
0.8,0.82,0.0812,0.0750
0.8,0.84,0.0738,0.0703
0.8,0.85,0.0662,0.0652
0.9,0.87,0.0584,0.0595
0.9,0.88,0.0505,0.0532
1.0,0.88,0.0424,0.0463
1.0,0.88,0.0341,0.0388
1.0,0.87,0.0257,0.0309
1.1,0.82,0.0173,0.0227
1.1,0.69,0.0087,0.0142
1.2,-0.00,0.0000,0.0061
