# J, eta_p, CT, CP
0.0,0.00,0.0894,0.0387
0.0,0.05,0.0883,0.0379
0.0,0.10,0.0871,0.0371
0.1,0.16,0.0857,0.0364
0.1,0.21,0.0841,0.0357
0.1,0.26,0.0824,0.0351
0.1,0.31,0.0806,0.0345
0.1,0.35,0.0785,0.0337
0.2,0.40,0.0763,0.0332
0.2,0.44,0.0739,0.0326
0.2,0.48,0.0713,0.0320
0.2,0.52,0.0686,0.0314
0.3,0.55,0.0657,0.0308
0.3,0.58,0.0626,0.0301
0.3,0.61,0.0594,0.0293
0.3,0.64,0.0560,0.0284
0.3,0.66,0.0526,0.0275
0.4,0.68,0.0490,0.0264
0.4,0.70,0.0455,0.0253
0.4,0.71,0.0418,0.0240
0.4,0.73,0.0380,0.0226
0.4,0.73,0.0342,0.0211
0.5,0.74,0.0302,0.0194
0.5,0.74,0.0261,0.0176
0.5,0.73,0.0220,0.0157
0.5,0.70,0.0177,0.0137
0.6,0.66,0.0134,0.0115
0.6,0.58,0.0090,0.0093
0.6,0.41,0.0045,0.0070
0.6,0.00,0.0000,0.0049
