# J, eta_p, CT, CP
0.00,0.0000,0.1394,0.1424
0.04,0.0478,0.1394,0.1396
0.07,0.0951,0.1394,0.1367
0.11,0.1419,0.1393,0.1336
0.15,0.1884,0.1391,0.1304
0.18,0.2347,0.1388,0.1273
0.22,0.2810,0.1383,0.1240
0.26,0.3276,0.1377,0.1205
0.29,0.3746,0.1369,0.1170
0.33,0.4224,0.1356,0.1133
0.37,0.4716,0.1338,0.1092
0.40,0.5215,0.1312,0.1048
0.44,0.5718,0.1277,0.1003
0.48,0.6197,0.1234,0.0960
0.51,0.6625,0.1182,0.0921
0.55,0.6991,0.1125,0.0888
0.59,0.7298,0.1061,0.0854
0.62,0.7550,0.0989,0.0818
0.66,0.7764,0.0917,0.0780
0.70,0.7951,0.0842,0.0739
0.73,0.8114,0.0765,0.0692
0.77,0.8253,0.0688,0.0642
0.81,0.8367,0.0608,0.0587
0.84,0.8449,0.0526,0.0526
0.88,0.8500,0.0443,0.0459
0.92,0.8494,0.0357,0.0386
0.95,0.8372,0.0270,0.0308
0.99,0.7963,0.0182,0.0227
1.03,0.6811,0.0092,0.0140
1.06,-0.0014,0.0000,0.0050
