# J, eta_p, CT, CP
0.0,0.00,0.1178,0.1333
0.0,0.05,0.1181,0.1315
0.1,0.10,0.1184,0.1296
0.1,0.15,0.1187,0.1275
0.2,0.20,0.1189,0.1254
0.2,0.24,0.1191,0.1233
0.3,0.29,0.1192,0.1210
0.3,0.34,0.1193,0.1188
0.3,0.39,0.1192,0.1166
0.4,0.43,0.1191,0.1145
0.4,0.48,0.1188,0.1123
0.5,0.53,0.1183,0.1101
0.5,0.58,0.1175,0.1079
0.6,0.63,0.1161,0.1054
0.6,0.67,0.1139,0.1027
0.6,0.72,0.1107,0.0999
0.7,0.76,0.1062,0.0969
0.7,0.79,0.1003,0.0933
0.8,0.81,0.0931,0.0887
0.8,0.83,0.0853,0.0838
0.9,0.85,0.0775,0.0784
0.9,0.87,0.0695,0.0726
0.9,0.88,0.0613,0.0662
1.0,0.89,0.0530,0.0591
1.0,0.89,0.0445,0.0515
1.1,0.89,0.0358,0.0432
1.1,0.88,0.0270,0.0343
1.2,0.84,0.0181,0.0251
1.2,0.72,0.0092,0.0155
1.2,0.00,0.0000,0.0061
