# J, eta_p, CT, CP
0.0,0.00,0.1119,0.0605
0.0,0.05,0.1111,0.0592
0.1,0.10,0.1102,0.0580
0.1,0.15,0.1090,0.0571
0.1,0.20,0.1077,0.0559
0.1,0.25,0.1061,0.0548
0.1,0.30,0.1043,0.0536
0.2,0.35,0.1023,0.0529
0.2,0.39,0.0999,0.0519
0.2,0.44,0.0973,0.0508
0.2,0.48,0.0944,0.0498
0.3,0.52,0.0912,0.0488
0.3,0.56,0.0876,0.0476
0.3,0.60,0.0838,0.0464
0.3,0.63,0.0795,0.0449
0.4,0.66,0.0751,0.0435
0.4,0.68,0.0706,0.0421
0.4,0.70,0.0659,0.0404
0.5,0.72,0.0611,0.0386
0.5,0.74,0.0561,0.0365
0.5,0.76,0.0510,0.0342
0.5,0.77,0.0458,0.0318
0.6,0.78,0.0404,0.0291
0.6,0.78,0.0350,0.0262
0.6,0.78,0.0294,0.0231
0.6,0.76,0.0239,0.0199
0.7,0.72,0.0179,0.0165
0.7,0.64,0.0119,0.0130
0.7,0.46,0.0061,0.0095
0.7,-0.01,-0.0001,0.0061
