# J, eta_p, CT, CP
0.0,0.00,0.1138,0.1197
0.0,0.05,0.1141,0.1182
0.1,0.09,0.1143,0.1167
0.1,0.14,0.1145,0.1149
0.2,0.19,0.1147,0.1131
0.2,0.24,0.1148,0.1111
0.2,0.29,0.1147,0.1078
0.3,0.33,0.1147,0.1059
0.3,0.38,0.1147,0.1051
0.4,0.43,0.1145,0.1025
0.4,0.47,0.1144,0.1018
0.4,0.52,0.1139,0.1001
0.5,0.57,0.1131,0.0983
0.5,0.62,0.1115,0.0955
0.6,0.66,0.1094,0.0941
0.6,0.71,0.1061,0.0913
0.6,0.74,0.1018,0.0891
0.7,0.77,0.0964,0.0868
0.7,0.80,0.0899,0.0829
0.8,0.81,0.0829,0.0789
0.8,0.83,0.0756,0.0742
0.8,0.85,0.0682,0.0689
0.9,0.86,0.0603,0.0629
0.9,0.87,0.0521,0.0563
1.0,0.87,0.0442,0.0497
1.0,0.87,0.0358,0.0421
1.1,0.85,0.0270,0.0339
1.1,0.80,0.0182,0.0252
1.1,0.67,0.0093,0.0161
1.2,0.01,0.0001,0.0075
