# J, eta_p, CT, CP
0.0,0.00,0.0872,0.0332
0.0,0.06,0.0860,0.0330
0.0,0.11,0.0846,0.0327
0.1,0.16,0.0832,0.0325
0.1,0.22,0.0815,0.0322
0.1,0.27,0.0797,0.0319
0.1,0.32,0.0778,0.0316
0.1,0.36,0.0757,0.0312
0.2,0.41,0.0735,0.0308
0.2,0.45,0.0710,0.0304
0.2,0.49,0.0685,0.0299
0.2,0.52,0.0657,0.0294
0.2,0.56,0.0629,0.0288
0.3,0.59,0.0599,0.0282
0.3,0.62,0.0568,0.0274
0.3,0.64,0.0536,0.0266
0.3,0.67,0.0503,0.0257
0.4,0.69,0.0469,0.0246
0.4,0.71,0.0434,0.0235
0.4,0.72,0.0398,0.0223
0.4,0.73,0.0362,0.0209
0.4,0.74,0.0325,0.0195
0.5,0.75,0.0287,0.0179
0.5,0.75,0.0249,0.0162
0.5,0.74,0.0209,0.0145
0.5,0.72,0.0169,0.0126
0.5,0.67,0.0128,0.0106
0.6,0.59,0.0086,0.0085
0.6,0.41,0.0043,0.0065
0.6,-0.00,0.0000,0.0047
