# J, eta_p, CT, CP
0.0,0.00,0.1211,0.0790
0.1,0.08,0.1214,0.0812
0.1,0.15,0.1217,0.0835
0.2,0.22,0.1220,0.0861
0.2,0.29,0.1223,0.0889
0.3,0.35,0.1228,0.0919
0.3,0.40,0.1232,0.0950
0.4,0.46,0.1236,0.0983
0.4,0.51,0.1241,0.1019
0.5,0.55,0.1245,0.1056
0.5,0.59,0.1251,0.1095
0.6,0.63,0.1254,0.1135
0.6,0.67,0.1256,0.1174
0.7,0.70,0.1254,0.1210
0.7,0.73,0.1245,0.1241
0.8,0.76,0.1225,0.1260
0.8,0.78,0.1192,0.1267
0.9,0.80,0.1145,0.1258
0.9,0.82,0.1080,0.1226
1.0,0.84,0.0993,0.1165
1.0,0.86,0.0904,0.1096
1.1,0.87,0.0812,0.1019
1.1,0.88,0.0718,0.0933
1.2,0.89,0.0622,0.0837
1.2,0.89,0.0524,0.0730
1.3,0.90,0.0423,0.0612
1.3,0.89,0.0319,0.0485
1.4,0.86,0.0215,0.0350
1.5,0.75,0.0108,0.0208
1.5,0.03,-0.0000,0.0076
