# J, eta_p, CT, CP
0.0,0.00,0.1317,0.0772
0.1,0.08,0.1319,0.0794
0.1,0.15,0.1321,0.0809
0.1,0.22,0.1324,0.0831
0.2,0.29,0.1327,0.0855
0.2,0.35,0.1330,0.0883
0.3,0.40,0.1334,0.0915
0.3,0.45,0.1337,0.0946
0.4,0.50,0.1339,0.0984
0.4,0.54,0.1341,0.1018
0.5,0.58,0.1340,0.1056
0.5,0.62,0.1336,0.1093
0.5,0.65,0.1326,0.1121
0.6,0.68,0.1307,0.1146
0.6,0.71,0.1276,0.1160
0.7,0.73,0.1232,0.1160
0.7,0.75,0.1173,0.1143
0.8,0.77,0.1098,0.1106
0.8,0.79,0.1017,0.1059
0.9,0.81,0.0934,0.1008
0.9,0.82,0.0850,0.0950
1.0,0.83,0.0763,0.0884
1.0,0.84,0.0676,0.0812
1.1,0.84,0.0586,0.0733
1.1,0.84,0.0494,0.0646
1.1,0.83,0.0401,0.0552
1.2,0.81,0.0305,0.0450
1.2,0.74,0.0207,0.0346
1.3,0.56,0.0104,0.0241
1.3,-0.00,-0.0000,0.0131
