# J, eta_p, CT, CP
0.0,0.00,0.0955,0.1084
0.0,0.06,0.0958,0.1072
0.1,0.11,0.0961,0.1068
0.1,0.17,0.0965,0.1067
0.2,0.22,0.0969,0.1072
0.2,0.27,0.0971,0.1052
0.3,0.31,0.0974,0.1049
0.3,0.36,0.0975,0.1028
0.4,0.41,0.0976,0.1017
0.4,0.45,0.0977,0.1004
0.4,0.49,0.0976,0.0991
0.5,0.53,0.0974,0.0982
0.5,0.57,0.0970,0.0967
0.6,0.61,0.0965,0.0961
0.6,0.65,0.0959,0.0960
0.7,0.68,0.0946,0.0949
0.7,0.72,0.0925,0.0930
0.7,0.76,0.0894,0.0900
0.8,0.79,0.0846,0.0856
0.8,0.82,0.0778,0.0794
0.9,0.84,0.0707,0.0735
0.9,0.86,0.0636,0.0674
1.0,0.86,0.0562,0.0625
1.0,0.87,0.0485,0.0555
1.0,0.88,0.0405,0.0483
1.1,0.88,0.0325,0.0404
1.1,0.87,0.0251,0.0328
1.2,0.84,0.0169,0.0239
1.2,0.75,0.0084,0.0144
1.3,-0.03,-0.0007,0.0058
