# J, eta_p, CT, CP
0.0,0.00,0.1148,0.0715
0.0,0.05,0.1143,0.0699
0.1,0.10,0.1137,0.0683
0.1,0.15,0.1130,0.0666
0.1,0.20,0.1120,0.0649
0.1,0.25,0.1108,0.0631
0.2,0.30,0.1093,0.0614
0.2,0.35,0.1075,0.0597
0.2,0.40,0.1053,0.0582
0.2,0.45,0.1028,0.0569
0.3,0.50,0.0999,0.0556
0.3,0.54,0.0966,0.0544
0.3,0.58,0.0930,0.0532
0.4,0.61,0.0890,0.0518
0.4,0.65,0.0844,0.0502
0.4,0.68,0.0796,0.0485
0.4,0.70,0.0746,0.0467
0.5,0.73,0.0695,0.0447
0.5,0.75,0.0644,0.0427
0.5,0.76,0.0592,0.0404
0.5,0.78,0.0538,0.0380
0.6,0.79,0.0483,0.0352
0.6,0.80,0.0426,0.0323
0.6,0.80,0.0369,0.0290
0.7,0.80,0.0309,0.0254
0.7,0.79,0.0249,0.0217
0.7,0.75,0.0188,0.0179
0.7,0.67,0.0127,0.0140
0.8,0.49,0.0064,0.0100
0.8,-0.00,-0.0000,0.0063
