# J, eta_p, CT, CP
0.0,0.00,0.0805,0.0450
0.0,0.05,0.0802,0.0439
0.0,0.10,0.0798,0.0428
0.1,0.15,0.0793,0.0416
0.1,0.19,0.0787,0.0404
0.1,0.25,0.0779,0.0392
0.1,0.30,0.0770,0.0380
0.2,0.35,0.0759,0.0373
0.2,0.40,0.0745,0.0359
0.2,0.45,0.0727,0.0351
0.2,0.50,0.0705,0.0342
0.3,0.54,0.0678,0.0332
0.3,0.58,0.0649,0.0324
0.3,0.61,0.0619,0.0316
0.3,0.64,0.0588,0.0307
0.4,0.67,0.0555,0.0298
0.4,0.69,0.0522,0.0289
0.4,0.71,0.0488,0.0278
0.4,0.73,0.0453,0.0266
0.5,0.75,0.0416,0.0252
0.5,0.76,0.0378,0.0237
0.5,0.77,0.0340,0.0221
0.5,0.78,0.0301,0.0204
0.5,0.78,0.0261,0.0186
0.6,0.77,0.0220,0.0165
0.6,0.75,0.0178,0.0144
0.6,0.70,0.0135,0.0122
0.6,0.60,0.0091,0.0099
0.7,0.41,0.0046,0.0076
0.7,0.00,0.0000,0.0054
