# J, eta_p, CT, CP
0.0,0.00,0.1410,0.1427
0.0,0.05,0.1411,0.1405
0.1,0.10,0.1411,0.1383
0.1,0.15,0.1409,0.1360
0.1,0.20,0.1407,0.1336
0.2,0.25,0.1404,0.1310
0.2,0.30,0.1400,0.1284
0.3,0.34,0.1393,0.1258
0.3,0.39,0.1385,0.1230
0.3,0.43,0.1373,0.1200
0.4,0.48,0.1358,0.1169
0.4,0.52,0.1337,0.1134
0.5,0.57,0.1309,0.1096
0.5,0.61,0.1272,0.1057
0.5,0.65,0.1226,0.1015
0.6,0.69,0.1169,0.0973
0.6,0.73,0.1102,0.0930
0.6,0.75,0.1027,0.0887
0.7,0.78,0.0951,0.0842
0.7,0.79,0.0874,0.0796
0.8,0.81,0.0796,0.0748
0.8,0.82,0.0715,0.0694
0.8,0.84,0.0633,0.0635
0.9,0.84,0.0548,0.0568
0.9,0.85,0.0461,0.0496
1.0,0.85,0.0372,0.0418
1.0,0.84,0.0282,0.0335
1.0,0.80,0.0191,0.0246
1.1,0.68,0.0096,0.0152
1.1,0.00,0.0000,0.0060
