# J, eta_p, CT, CP
0.0,0.00,0.1123,0.1296
0.0,0.05,0.1126,0.1273
0.1,0.09,0.1128,0.1248
0.1,0.14,0.1130,0.1223
0.2,0.18,0.1131,0.1197
0.2,0.23,0.1131,0.1170
0.2,0.27,0.1131,0.1141
0.3,0.32,0.1130,0.1112
0.3,0.36,0.1127,0.1082
0.4,0.41,0.1123,0.1052
0.4,0.46,0.1116,0.1021
0.4,0.51,0.1107,0.0990
0.5,0.56,0.1094,0.0958
0.5,0.61,0.1076,0.0924
0.6,0.66,0.1050,0.0889
0.6,0.71,0.1013,0.0852
0.6,0.76,0.0964,0.0814
0.7,0.79,0.0903,0.0775
0.7,0.81,0.0828,0.0736
0.8,0.83,0.0760,0.0697
0.8,0.84,0.0690,0.0654
0.8,0.86,0.0619,0.0606
0.9,0.87,0.0547,0.0554
0.9,0.88,0.0473,0.0496
1.0,0.88,0.0397,0.0432
1.0,0.88,0.0321,0.0364
1.0,0.86,0.0242,0.0291
1.1,0.82,0.0163,0.0215
1.1,0.67,0.0082,0.0137
1.2,0.00,0.0000,0.0063
