# J, eta_p, CT, CP
0.0,0.00,0.1074,0.0648
0.0,0.05,0.1074,0.0641
0.1,0.11,0.1073,0.0635
0.1,0.16,0.1071,0.0628
0.1,0.21,0.1068,0.0620
0.1,0.27,0.1062,0.0604
0.2,0.32,0.1055,0.0596
0.2,0.37,0.1044,0.0589
0.2,0.42,0.1031,0.0589
0.3,0.46,0.1013,0.0582
0.3,0.51,0.0991,0.0575
0.3,0.55,0.0964,0.0567
0.4,0.59,0.0931,0.0558
0.4,0.63,0.0894,0.0546
0.4,0.67,0.0852,0.0532
0.4,0.70,0.0805,0.0515
0.5,0.72,0.0756,0.0497
0.5,0.74,0.0706,0.0478
0.5,0.76,0.0655,0.0458
0.6,0.78,0.0602,0.0433
0.6,0.80,0.0546,0.0406
0.6,0.81,0.0489,0.0376
0.7,0.82,0.0431,0.0344
0.7,0.82,0.0372,0.0310
0.7,0.81,0.0312,0.0272
0.7,0.80,0.0252,0.0234
0.8,0.76,0.0190,0.0193
0.8,0.69,0.0128,0.0150
0.8,0.51,0.0065,0.0106
0.9,-0.00,0.0000,0.0067
