# J, eta_p, CT, CP
0.0,0.00,0.1220,0.1001
0.0,0.06,0.1221,0.1002
0.1,0.11,0.1223,0.1002
0.1,0.17,0.1225,0.1004
0.2,0.22,0.1226,0.1006
0.2,0.27,0.1228,0.1009
0.2,0.32,0.1228,0.1012
0.3,0.37,0.1228,0.1017
0.3,0.41,0.1227,0.1020
0.3,0.45,0.1224,0.1026
0.4,0.49,0.1219,0.1032
0.4,0.54,0.1209,0.1026
0.5,0.58,0.1194,0.1015
0.5,0.62,0.1171,0.0997
0.5,0.65,0.1136,0.0971
0.6,0.69,0.1089,0.0936
0.6,0.72,0.1025,0.0892
0.7,0.75,0.0956,0.0848
0.7,0.78,0.0885,0.0803
0.7,0.80,0.0811,0.0758
0.8,0.81,0.0741,0.0714
0.8,0.82,0.0665,0.0664
0.9,0.83,0.0588,0.0608
0.9,0.84,0.0510,0.0546
0.9,0.84,0.0430,0.0480
1.0,0.83,0.0347,0.0407
1.0,0.81,0.0263,0.0330
1.1,0.75,0.0177,0.0250
1.1,0.59,0.0089,0.0167
1.1,-0.00,-0.0000,0.0092
