# J, eta_p, CT, CP
0.0,0.00,0.1316,0.0780
0.1,0.08,0.1316,0.0802
0.1,0.15,0.1319,0.0833
0.1,0.21,0.1319,0.0878
0.2,0.28,0.1323,0.0881
0.2,0.34,0.1326,0.0906
0.3,0.38,0.1327,0.0949
0.3,0.44,0.1328,0.0976
0.4,0.48,0.1328,0.1009
0.4,0.52,0.1325,0.1052
0.5,0.56,0.1321,0.1078
0.5,0.59,0.1312,0.1111
0.5,0.63,0.1298,0.1137
0.6,0.66,0.1281,0.1155
0.6,0.68,0.1254,0.1175
0.7,0.70,0.1215,0.1181
0.7,0.72,0.1158,0.1169
0.8,0.74,0.1087,0.1137
0.8,0.76,0.1007,0.1093
0.9,0.77,0.0926,0.1042
0.9,0.78,0.0843,0.0984
1.0,0.79,0.0758,0.0920
1.0,0.79,0.0671,0.0848
1.0,0.79,0.0582,0.0769
1.1,0.79,0.0491,0.0681
1.1,0.77,0.0397,0.0586
1.2,0.74,0.0302,0.0485
1.2,0.66,0.0203,0.0379
1.3,0.49,0.0103,0.0267
1.3,0.00,0.0001,0.0151
