# J, eta_p, CT, CP
0.0,0.00,0.1162,0.1380
0.0,0.05,0.1165,0.1358
0.1,0.09,0.1168,0.1336
0.1,0.14,0.1171,0.1312
0.2,0.19,0.1174,0.1287
0.2,0.23,0.1176,0.1261
0.3,0.28,0.1177,0.1235
0.3,0.33,0.1178,0.1208
0.3,0.37,0.1177,0.1181
0.4,0.42,0.1175,0.1153
0.4,0.47,0.1171,0.1124
0.5,0.52,0.1164,0.1096
0.5,0.57,0.1155,0.1068
0.6,0.62,0.1141,0.1039
0.6,0.67,0.1120,0.1009
0.6,0.72,0.1088,0.0976
0.7,0.76,0.1044,0.0942
0.7,0.79,0.0985,0.0904
0.8,0.82,0.0913,0.0859
0.8,0.84,0.0837,0.0811
0.9,0.85,0.0760,0.0760
0.9,0.87,0.0681,0.0704
0.9,0.88,0.0602,0.0643
1.0,0.89,0.0520,0.0575
1.0,0.90,0.0437,0.0500
1.1,0.90,0.0352,0.0418
1.1,0.89,0.0266,0.0331
1.2,0.86,0.0178,0.0239
1.2,0.75,0.0090,0.0143
1.2,-0.00,0.0000,0.0054
