# J, eta_p, CT, CP
0.0,0.00,0.1258,0.0855
0.0,0.05,0.1251,0.0831
0.1,0.09,0.1242,0.0806
0.1,0.14,0.1231,0.0780
0.1,0.19,0.1218,0.0754
0.1,0.24,0.1202,0.0728
0.2,0.29,0.1184,0.0702
0.2,0.34,0.1163,0.0677
0.2,0.39,0.1138,0.0653
0.2,0.44,0.1109,0.0630
0.3,0.49,0.1072,0.0606
0.3,0.53,0.1025,0.0583
0.3,0.57,0.0978,0.0565
0.4,0.60,0.0931,0.0550
0.4,0.63,0.0882,0.0535
0.4,0.66,0.0832,0.0519
0.4,0.68,0.0780,0.0501
0.5,0.70,0.0728,0.0481
0.5,0.72,0.0674,0.0459
0.5,0.74,0.0619,0.0435
0.5,0.75,0.0563,0.0408
0.6,0.77,0.0505,0.0379
0.6,0.77,0.0447,0.0348
0.6,0.77,0.0387,0.0315
0.7,0.76,0.0325,0.0280
0.7,0.74,0.0262,0.0244
0.7,0.68,0.0198,0.0207
0.7,0.59,0.0133,0.0169
0.8,0.40,0.0067,0.0130
0.8,-0.00,0.0000,0.0091
