# J, eta_p, CT, CP
0.0,0.00,0.0956,0.0592
0.0,0.05,0.0956,0.0586
0.1,0.11,0.0955,0.0580
0.1,0.16,0.0954,0.0573
0.1,0.21,0.0952,0.0566
0.1,0.26,0.0949,0.0559
0.2,0.31,0.0944,0.0551
0.2,0.36,0.0937,0.0543
0.2,0.42,0.0928,0.0535
0.3,0.47,0.0915,0.0527
0.3,0.51,0.0897,0.0520
0.3,0.56,0.0875,0.0514
0.4,0.60,0.0848,0.0507
0.4,0.64,0.0817,0.0497
0.4,0.67,0.0782,0.0488
0.4,0.70,0.0744,0.0475
0.5,0.73,0.0700,0.0458
0.5,0.75,0.0654,0.0440
0.5,0.77,0.0607,0.0420
0.6,0.79,0.0558,0.0398
0.6,0.81,0.0507,0.0373
0.6,0.82,0.0455,0.0346
0.7,0.83,0.0403,0.0317
0.7,0.84,0.0349,0.0284
0.7,0.84,0.0294,0.0250
0.7,0.83,0.0238,0.0213
0.8,0.81,0.0180,0.0172
0.8,0.76,0.0121,0.0130
0.8,0.62,0.0061,0.0083
0.9,-0.00,-0.0000,0.0046
