# J, eta_p, CT, CP
0.0,0.00,0.1208,0.0768
0.0,0.05,0.1200,0.0746
0.1,0.10,0.1191,0.0722
0.1,0.14,0.1179,0.0702
0.1,0.19,0.1166,0.0678
0.1,0.25,0.1150,0.0657
0.2,0.30,0.1131,0.0637
0.2,0.35,0.1109,0.0618
0.2,0.40,0.1083,0.0601
0.2,0.44,0.1054,0.0585
0.3,0.49,0.1022,0.0571
0.3,0.53,0.0986,0.0558
0.3,0.57,0.0947,0.0543
0.3,0.61,0.0903,0.0529
0.4,0.64,0.0855,0.0513
0.4,0.67,0.0807,0.0497
0.4,0.69,0.0757,0.0479
0.5,0.71,0.0706,0.0460
0.5,0.73,0.0653,0.0438
0.5,0.75,0.0599,0.0414
0.5,0.77,0.0544,0.0388
0.6,0.78,0.0488,0.0359
0.6,0.79,0.0431,0.0329
0.6,0.79,0.0372,0.0296
0.7,0.78,0.0312,0.0261
0.7,0.77,0.0251,0.0224
0.7,0.72,0.0190,0.0186
0.7,0.64,0.0127,0.0147
0.8,0.45,0.0064,0.0109
0.8,-0.00,-0.0000,0.0071
