# J, eta_p, CT, CP
0.0,0.00,0.0963,0.0703
0.0,0.05,0.0962,0.0689
0.1,0.09,0.0959,0.0670
0.1,0.14,0.0956,0.0652
0.1,0.19,0.0952,0.0634
0.1,0.24,0.0946,0.0615
0.2,0.29,0.0937,0.0595
0.2,0.34,0.0926,0.0573
0.2,0.39,0.0912,0.0552
0.3,0.44,0.0894,0.0532
0.3,0.49,0.0874,0.0513
0.3,0.54,0.0849,0.0497
0.3,0.58,0.0820,0.0482
0.4,0.62,0.0788,0.0468
0.4,0.66,0.0753,0.0455
0.4,0.69,0.0713,0.0440
0.5,0.72,0.0670,0.0424
0.5,0.74,0.0626,0.0408
0.5,0.76,0.0580,0.0390
0.5,0.78,0.0532,0.0369
0.6,0.79,0.0484,0.0347
0.6,0.80,0.0435,0.0323
0.6,0.81,0.0385,0.0296
0.6,0.82,0.0334,0.0267
0.7,0.82,0.0281,0.0235
0.7,0.81,0.0227,0.0200
0.7,0.78,0.0172,0.0163
0.8,0.72,0.0115,0.0124
0.8,0.58,0.0058,0.0082
0.8,0.00,0.0000,0.0041
