# J, eta_p, CT, CP
0.0,0.00,0.1852,0.1721
0.0,0.04,0.1841,0.1672
0.1,0.09,0.1829,0.1622
0.1,0.13,0.1813,0.1571
0.1,0.17,0.1797,0.1520
0.2,0.22,0.1776,0.1467
0.2,0.27,0.1752,0.1415
0.2,0.31,0.1724,0.1363
0.3,0.36,0.1692,0.1311
0.3,0.41,0.1653,0.1259
0.3,0.45,0.1609,0.1210
0.4,0.50,0.1558,0.1163
0.4,0.54,0.1504,0.1123
0.4,0.58,0.1443,0.1084
0.5,0.62,0.1369,0.1042
0.5,0.65,0.1293,0.1003
0.5,0.68,0.1215,0.0964
0.6,0.70,0.1133,0.0922
0.6,0.73,0.1048,0.0875
0.6,0.75,0.0967,0.0827
0.7,0.76,0.0881,0.0775
0.7,0.78,0.0790,0.0716
0.7,0.79,0.0698,0.0654
0.8,0.80,0.0607,0.0589
0.8,0.80,0.0511,0.0517
0.8,0.79,0.0411,0.0440
0.9,0.76,0.0308,0.0360
0.9,0.70,0.0212,0.0278
0.9,0.55,0.0107,0.0189
1.0,0.00,0.0001,0.0100
