# J, eta_p, CT, CP
0.0,0.00,0.1182,0.0978
0.0,0.05,0.1181,0.0960
0.1,0.09,0.1180,0.0943
0.1,0.14,0.1179,0.0923
0.1,0.19,0.1176,0.0904
0.2,0.23,0.1173,0.0885
0.2,0.28,0.1168,0.0862
0.2,0.33,0.1160,0.0840
0.3,0.38,0.1149,0.0816
0.3,0.43,0.1134,0.0791
0.3,0.48,0.1115,0.0767
0.4,0.53,0.1090,0.0744
0.4,0.58,0.1060,0.0723
0.4,0.62,0.1024,0.0703
0.5,0.66,0.0982,0.0683
0.5,0.70,0.0935,0.0663
0.5,0.73,0.0882,0.0639
0.6,0.75,0.0823,0.0613
0.6,0.77,0.0762,0.0585
0.6,0.79,0.0699,0.0553
0.7,0.81,0.0637,0.0520
0.7,0.82,0.0571,0.0482
0.7,0.83,0.0505,0.0441
0.8,0.84,0.0437,0.0396
0.8,0.84,0.0368,0.0347
0.8,0.83,0.0297,0.0294
0.8,0.81,0.0225,0.0239
0.9,0.74,0.0151,0.0181
0.9,0.58,0.0076,0.0122
0.9,-0.00,0.0000,0.0066
