# J, eta_p, CT, CP
0.0,0.00,0.0881,0.0517
0.0,0.07,0.0882,0.0529
0.1,0.14,0.0883,0.0541
0.1,0.20,0.0884,0.0555
0.2,0.26,0.0885,0.0569
0.2,0.32,0.0885,0.0584
0.2,0.37,0.0885,0.0599
0.3,0.42,0.0885,0.0615
0.3,0.47,0.0884,0.0631
0.4,0.52,0.0883,0.0647
0.4,0.56,0.0880,0.0663
0.5,0.60,0.0876,0.0679
0.5,0.63,0.0871,0.0694
0.5,0.67,0.0862,0.0708
0.6,0.70,0.0848,0.0717
0.6,0.73,0.0822,0.0715
0.7,0.75,0.0782,0.0701
0.7,0.78,0.0734,0.0678
0.8,0.79,0.0682,0.0650
0.8,0.81,0.0624,0.0616
0.8,0.82,0.0567,0.0580
0.9,0.83,0.0509,0.0540
0.9,0.84,0.0450,0.0496
1.0,0.84,0.0390,0.0447
1.0,0.84,0.0328,0.0392
1.1,0.84,0.0265,0.0331
1.1,0.83,0.0201,0.0265
1.1,0.79,0.0135,0.0193
1.2,0.67,0.0068,0.0119
1.2,0.00,0.0000,0.0047
