# J, eta_p, CT, CP
0.0,0.00,0.1149,0.0474
0.0,0.06,0.1132,0.0478
0.1,0.12,0.1112,0.0480
0.1,0.18,0.1091,0.0482
0.1,0.23,0.1068,0.0483
0.1,0.28,0.1043,0.0484
0.2,0.33,0.1015,0.0483
0.2,0.37,0.0984,0.0479
0.2,0.41,0.0950,0.0476
0.2,0.45,0.0916,0.0471
0.3,0.49,0.0880,0.0466
0.3,0.52,0.0843,0.0459
0.3,0.55,0.0805,0.0452
0.3,0.58,0.0767,0.0443
0.4,0.61,0.0726,0.0433
0.4,0.63,0.0685,0.0422
0.4,0.65,0.0642,0.0409
0.4,0.67,0.0598,0.0394
0.5,0.68,0.0553,0.0379
0.5,0.68,0.0507,0.0364
0.5,0.68,0.0459,0.0347
0.5,0.67,0.0411,0.0330
0.6,0.66,0.0361,0.0311
0.6,0.63,0.0311,0.0291
0.6,0.60,0.0261,0.0270
0.6,0.55,0.0209,0.0247
0.7,0.48,0.0158,0.0222
0.7,0.37,0.0106,0.0197
0.7,0.22,0.0052,0.0172
0.7,-0.00,0.0000,0.0147
