# J, eta_p, CT, CP
0.0,0.00,0.0969,0.0728
0.0,0.05,0.0969,0.0720
0.1,0.10,0.0969,0.0711
0.1,0.15,0.0969,0.0702
0.1,0.20,0.0969,0.0693
0.2,0.25,0.0968,0.0683
0.2,0.30,0.0966,0.0673
0.2,0.35,0.0964,0.0663
0.3,0.40,0.0960,0.0653
0.3,0.45,0.0954,0.0642
0.3,0.50,0.0945,0.0631
0.4,0.55,0.0931,0.0620
0.4,0.60,0.0911,0.0610
0.4,0.64,0.0885,0.0598
0.5,0.68,0.0852,0.0586
0.5,0.71,0.0814,0.0571
0.5,0.74,0.0767,0.0550
0.6,0.77,0.0717,0.0527
0.6,0.79,0.0664,0.0503
0.6,0.81,0.0611,0.0477
0.7,0.83,0.0556,0.0448
0.7,0.84,0.0499,0.0416
0.7,0.85,0.0441,0.0380
0.8,0.86,0.0383,0.0342
0.8,0.86,0.0323,0.0300
0.8,0.86,0.0260,0.0253
0.9,0.84,0.0197,0.0204
0.9,0.79,0.0132,0.0152
0.9,0.65,0.0066,0.0098
1.0,-0.01,-0.0000,0.0047
