# J, eta_p, CT, CP
0.0,0.00,0.1109,0.0440
0.0,0.06,0.1094,0.0446
0.1,0.12,0.1077,0.0452
0.1,0.18,0.1058,0.0456
0.1,0.23,0.1036,0.0460
0.1,0.29,0.1013,0.0462
0.2,0.33,0.0986,0.0463
0.2,0.38,0.0956,0.0461
0.2,0.42,0.0924,0.0458
0.2,0.46,0.0891,0.0455
0.3,0.50,0.0856,0.0450
0.3,0.53,0.0820,0.0444
0.3,0.56,0.0783,0.0437
0.3,0.59,0.0745,0.0429
0.4,0.61,0.0705,0.0420
0.4,0.64,0.0664,0.0409
0.4,0.66,0.0622,0.0396
0.4,0.67,0.0579,0.0382
0.5,0.69,0.0535,0.0366
0.5,0.70,0.0489,0.0348
0.5,0.70,0.0443,0.0329
0.5,0.70,0.0395,0.0309
0.6,0.70,0.0348,0.0287
0.6,0.68,0.0299,0.0263
0.6,0.65,0.0250,0.0239
0.7,0.61,0.0200,0.0213
0.7,0.55,0.0150,0.0186
0.7,0.45,0.0100,0.0157
0.7,0.28,0.0050,0.0130
0.8,-0.01,-0.0001,0.0102
