# J, eta_p, CT, CP
0.00,0.0000,0.0883,0.0865
0.03,0.0441,0.0883,0.0837
0.07,0.0879,0.0884,0.0823
0.10,0.1315,0.0885,0.0810
0.14,0.1737,0.0886,0.0800
0.17,0.2182,0.0886,0.0793
0.21,0.2612,0.0886,0.0779
0.24,0.3055,0.0884,0.0761
0.27,0.3472,0.0883,0.0749
0.31,0.3930,0.0880,0.0731
0.34,0.4462,0.0874,0.0698
0.38,0.4923,0.0868,0.0684
0.41,0.5420,0.0859,0.0667
0.45,0.5962,0.0847,0.0643
0.48,0.6506,0.0827,0.0616
0.52,0.6887,0.0802,0.0608
0.55,0.7277,0.0764,0.0584
0.58,0.7550,0.0718,0.0563
0.62,0.7775,0.0670,0.0539
0.65,0.7986,0.0619,0.0511
0.69,0.8161,0.0565,0.0479
0.72,0.8296,0.0509,0.0446
0.75,0.8406,0.0452,0.0409
0.79,0.8488,0.0392,0.0368
0.82,0.8511,0.0331,0.0323
0.86,0.8448,0.0268,0.0276
0.89,0.8207,0.0205,0.0227
0.93,0.7547,0.0138,0.0174
0.96,0.5829,0.0070,0.0120
1.00,0.0136,-0.0002,0.0066
