# J, eta_p, CT, CP
0.0,0.00,0.1233,0.1215
0.0,0.05,0.1233,0.1191
0.1,0.10,0.1233,0.1167
0.1,0.14,0.1232,0.1141
0.1,0.19,0.1231,0.1114
0.2,0.24,0.1228,0.1087
0.2,0.28,0.1225,0.1059
0.2,0.33,0.1219,0.1030
0.3,0.38,0.1212,0.1000
0.3,0.43,0.1202,0.0968
0.3,0.47,0.1186,0.0934
0.4,0.52,0.1164,0.0897
0.4,0.57,0.1134,0.0858
0.5,0.62,0.1096,0.0820
0.5,0.67,0.1051,0.0786
0.5,0.70,0.1000,0.0756
0.6,0.74,0.0943,0.0727
0.6,0.76,0.0880,0.0696
0.6,0.78,0.0814,0.0664
0.7,0.80,0.0749,0.0630
0.7,0.82,0.0681,0.0592
0.7,0.83,0.0612,0.0549
0.8,0.84,0.0540,0.0501
0.8,0.85,0.0468,0.0449
0.8,0.85,0.0394,0.0393
0.9,0.85,0.0318,0.0332
0.9,0.83,0.0241,0.0266
1.0,0.79,0.0162,0.0196
1.0,0.68,0.0082,0.0120
1.0,0.00,0.0000,0.0042
