# J, eta_p, CT, CP
0.0,0.00,0.1227,0.0789
0.0,0.07,0.1229,0.0803
0.1,0.13,0.1231,0.0817
0.1,0.19,0.1233,0.0834
0.2,0.25,0.1235,0.0849
0.2,0.30,0.1236,0.0866
0.2,0.36,0.1237,0.0883
0.3,0.41,0.1237,0.0901
0.3,0.45,0.1235,0.0918
0.4,0.50,0.1232,0.0935
0.4,0.54,0.1226,0.0951
0.5,0.58,0.1217,0.0966
0.5,0.62,0.1205,0.0979
0.5,0.65,0.1188,0.0990
0.6,0.68,0.1165,0.0994
0.6,0.71,0.1135,0.0992
0.7,0.74,0.1090,0.0976
0.7,0.76,0.1024,0.0941
0.7,0.79,0.0951,0.0899
0.8,0.80,0.0875,0.0852
0.8,0.82,0.0797,0.0803
0.9,0.83,0.0717,0.0747
0.9,0.84,0.0635,0.0684
0.9,0.85,0.0550,0.0615
1.0,0.85,0.0464,0.0539
1.0,0.85,0.0375,0.0455
1.1,0.84,0.0284,0.0364
1.1,0.80,0.0191,0.0266
1.2,0.69,0.0096,0.0161
1.2,0.00,0.0000,0.0061
