# J, eta_p, CT, CP
0.0,0.00,0.1296,0.0953
0.0,0.05,0.1292,0.0937
0.1,0.10,0.1286,0.0920
0.1,0.14,0.1279,0.0902
0.1,0.19,0.1271,0.0884
0.1,0.24,0.1259,0.0864
0.2,0.28,0.1245,0.0843
0.2,0.33,0.1227,0.0819
0.2,0.38,0.1205,0.0794
0.3,0.42,0.1178,0.0769
0.3,0.47,0.1148,0.0741
0.3,0.51,0.1112,0.0712
0.3,0.55,0.1071,0.0683
0.4,0.59,0.1025,0.0655
0.4,0.62,0.0972,0.0624
0.4,0.65,0.0918,0.0603
0.4,0.68,0.0862,0.0579
0.5,0.70,0.0806,0.0556
0.5,0.72,0.0748,0.0531
0.5,0.74,0.0687,0.0501
0.6,0.75,0.0624,0.0471
0.6,0.76,0.0561,0.0438
0.6,0.77,0.0496,0.0402
0.6,0.77,0.0430,0.0363
0.7,0.76,0.0362,0.0321
0.7,0.75,0.0292,0.0276
0.7,0.71,0.0221,0.0229
0.8,0.63,0.0149,0.0182
0.8,0.45,0.0075,0.0133
0.8,-0.00,-0.0000,0.0086
