# J, eta_p, CT, CP
0.0,0.00,0.0830,0.0653
0.0,0.05,0.0830,0.0641
0.1,0.09,0.0830,0.0631
0.1,0.13,0.0831,0.0642
0.1,0.18,0.0829,0.0626
0.1,0.22,0.0828,0.0610
0.2,0.27,0.0825,0.0594
0.2,0.32,0.0822,0.0577
0.2,0.37,0.0816,0.0553
0.3,0.42,0.0809,0.0537
0.3,0.48,0.0799,0.0512
0.3,0.52,0.0788,0.0504
0.4,0.58,0.0771,0.0481
0.4,0.63,0.0751,0.0469
0.4,0.67,0.0724,0.0456
0.5,0.71,0.0687,0.0439
0.5,0.73,0.0646,0.0424
0.5,0.76,0.0603,0.0409
0.5,0.78,0.0560,0.0390
0.6,0.80,0.0515,0.0371
0.6,0.81,0.0469,0.0350
0.6,0.82,0.0423,0.0326
0.7,0.83,0.0373,0.0298
0.7,0.83,0.0322,0.0268
0.7,0.84,0.0270,0.0235
0.7,0.83,0.0218,0.0199
0.8,0.80,0.0164,0.0162
0.8,0.73,0.0109,0.0124
0.8,0.55,0.0054,0.0087
0.9,-0.00,-0.0000,0.0052
