# J, eta_p, CT, CP
0.0,0.00,0.0922,0.0906
0.0,0.06,0.0928,0.0902
0.1,0.11,0.0931,0.0898
0.1,0.17,0.0928,0.0894
0.2,0.22,0.0933,0.0895
0.2,0.27,0.0934,0.0890
0.2,0.32,0.0939,0.0886
0.3,0.36,0.0940,0.0891
0.3,0.41,0.0938,0.0891
0.4,0.45,0.0937,0.0879
0.4,0.49,0.0936,0.0872
0.4,0.53,0.0935,0.0871
0.5,0.57,0.0931,0.0866
0.5,0.61,0.0923,0.0853
0.6,0.64,0.0915,0.0853
0.6,0.67,0.0895,0.0837
0.6,0.71,0.0869,0.0824
0.7,0.74,0.0834,0.0797
0.7,0.77,0.0787,0.0760
0.8,0.79,0.0729,0.0711
0.8,0.82,0.0664,0.0658
0.8,0.83,0.0598,0.0608
0.9,0.84,0.0531,0.0558
0.9,0.85,0.0459,0.0501
1.0,0.85,0.0387,0.0442
1.0,0.82,0.0313,0.0383
1.0,0.77,0.0237,0.0321
1.1,0.67,0.0159,0.0256
1.1,0.47,0.0079,0.0194
1.2,-0.00,-0.0001,0.0131
