# J, eta_p, CT, CP
0.0,0.00,0.1187,0.1491
0.1,0.06,0.1192,0.1475
0.1,0.11,0.1196,0.1462
0.1,0.17,0.1200,0.1449
0.2,0.22,0.1205,0.1440
0.2,0.27,0.1209,0.1430
0.3,0.32,0.1213,0.1418
0.3,0.36,0.1216,0.1406
0.4,0.41,0.1218,0.1395
0.4,0.45,0.1218,0.1380
0.5,0.49,0.1218,0.1365
0.5,0.54,0.1215,0.1347
0.6,0.58,0.1210,0.1329
0.6,0.62,0.1202,0.1309
0.7,0.66,0.1189,0.1285
0.7,0.70,0.1167,0.1253
0.8,0.73,0.1136,0.1218
0.8,0.77,0.1089,0.1172
0.9,0.80,0.1024,0.1113
0.9,0.83,0.0943,0.1041
1.0,0.85,0.0852,0.0960
1.0,0.87,0.0765,0.0886
1.1,0.88,0.0676,0.0810
1.1,0.89,0.0586,0.0727
1.1,0.89,0.0493,0.0633
1.2,0.90,0.0397,0.0530
1.2,0.89,0.0301,0.0420
1.3,0.86,0.0203,0.0306
1.3,0.73,0.0105,0.0191
1.4,0.03,0.0003,0.0076
