# J, eta_p, CT, CP
0.0,0.00,0.1121,0.0950
0.0,0.05,0.1122,0.0939
0.1,0.10,0.1123,0.0926
0.1,0.14,0.1123,0.0903
0.1,0.19,0.1124,0.0901
0.2,0.23,0.1124,0.0901
0.2,0.28,0.1123,0.0878
0.2,0.33,0.1121,0.0866
0.3,0.38,0.1119,0.0856
0.3,0.43,0.1113,0.0839
0.3,0.48,0.1103,0.0821
0.4,0.53,0.1088,0.0798
0.4,0.58,0.1067,0.0779
0.5,0.62,0.1041,0.0764
0.5,0.66,0.1006,0.0746
0.5,0.70,0.0963,0.0724
0.6,0.73,0.0910,0.0698
0.6,0.76,0.0851,0.0671
0.6,0.78,0.0791,0.0643
0.7,0.80,0.0728,0.0607
0.7,0.81,0.0663,0.0570
0.7,0.83,0.0597,0.0529
0.8,0.84,0.0528,0.0483
0.8,0.85,0.0457,0.0433
0.8,0.85,0.0383,0.0377
0.9,0.85,0.0309,0.0319
0.9,0.83,0.0235,0.0258
0.9,0.77,0.0159,0.0196
1.0,0.61,0.0080,0.0131
1.0,-0.00,-0.0000,0.0073
