# J, eta_p, CT, CP
0.0,0.00,0.0941,0.1134
0.0,0.04,0.0944,0.1117
0.1,0.09,0.0947,0.1099
0.1,0.13,0.0949,0.1079
0.2,0.18,0.0951,0.1058
0.2,0.22,0.0953,0.1037
0.2,0.27,0.0953,0.1004
0.3,0.31,0.0955,0.0994
0.3,0.36,0.0954,0.0961
0.4,0.40,0.0954,0.0948
0.4,0.45,0.0951,0.0916
0.4,0.49,0.0948,0.0898
0.5,0.55,0.0942,0.0865
0.5,0.59,0.0934,0.0843
0.6,0.64,0.0922,0.0825
0.6,0.69,0.0902,0.0793
0.6,0.74,0.0873,0.0763
0.7,0.77,0.0832,0.0739
0.7,0.81,0.0777,0.0701
0.8,0.83,0.0717,0.0665
0.8,0.84,0.0654,0.0625
0.8,0.86,0.0589,0.0581
0.9,0.87,0.0522,0.0533
0.9,0.87,0.0452,0.0479
1.0,0.87,0.0381,0.0422
1.0,0.86,0.0308,0.0359
1.0,0.83,0.0233,0.0293
1.1,0.76,0.0157,0.0226
1.1,0.56,0.0079,0.0158
1.2,0.02,0.0000,0.0090
