# J, eta_p, CT, CP
0.0,0.00,0.1273,0.1245
0.0,0.05,0.1274,0.1229
0.1,0.10,0.1276,0.1213
0.1,0.15,0.1278,0.1195
0.2,0.19,0.1279,0.1177
0.2,0.24,0.1279,0.1159
0.2,0.29,0.1279,0.1140
0.3,0.34,0.1277,0.1120
0.3,0.39,0.1275,0.1101
0.4,0.43,0.1272,0.1081
0.4,0.48,0.1266,0.1060
0.4,0.53,0.1255,0.1036
0.5,0.58,0.1238,0.1013
0.5,0.63,0.1214,0.0991
0.5,0.67,0.1179,0.0970
0.6,0.71,0.1133,0.0945
0.6,0.74,0.1074,0.0915
0.7,0.77,0.1003,0.0877
0.7,0.79,0.0930,0.0835
0.8,0.81,0.0855,0.0789
0.8,0.83,0.0778,0.0741
0.8,0.85,0.0700,0.0688
0.9,0.86,0.0618,0.0627
0.9,0.87,0.0534,0.0559
0.9,0.87,0.0449,0.0487
1.0,0.87,0.0363,0.0411
1.0,0.86,0.0275,0.0331
1.1,0.81,0.0187,0.0248
1.1,0.68,0.0098,0.0161
1.1,0.00,0.0001,0.0075
