# J, eta_p, CT, CP
0.0,0.00,0.1348,0.0573
0.0,0.06,0.1319,0.0569
0.1,0.11,0.1291,0.0565
0.1,0.16,0.1262,0.0561
0.1,0.21,0.1230,0.0556
0.1,0.26,0.1197,0.0551
0.1,0.31,0.1159,0.0544
0.2,0.35,0.1122,0.0538
0.2,0.39,0.1082,0.0531
0.2,0.43,0.1042,0.0523
0.2,0.47,0.1001,0.0514
0.3,0.51,0.0958,0.0504
0.3,0.54,0.0916,0.0493
0.3,0.57,0.0872,0.0481
0.3,0.60,0.0824,0.0467
0.4,0.62,0.0778,0.0453
0.4,0.65,0.0729,0.0436
0.4,0.67,0.0679,0.0418
0.4,0.69,0.0628,0.0399
0.5,0.70,0.0576,0.0379
0.5,0.71,0.0523,0.0358
0.5,0.71,0.0468,0.0334
0.5,0.71,0.0413,0.0310
0.6,0.70,0.0357,0.0286
0.6,0.67,0.0300,0.0260
0.6,0.63,0.0242,0.0235
0.6,0.55,0.0182,0.0208
0.7,0.44,0.0122,0.0181
0.7,0.27,0.0061,0.0155
0.7,0.00,0.0000,0.0129
