# J, eta_p, CT, CP
0.0,0.00,0.0990,0.0755
0.0,0.05,0.0990,0.0741
0.1,0.09,0.0990,0.0727
0.1,0.14,0.0989,0.0712
0.1,0.19,0.0987,0.0697
0.1,0.24,0.0985,0.0682
0.2,0.29,0.0981,0.0665
0.2,0.33,0.0975,0.0648
0.2,0.39,0.0966,0.0630
0.3,0.44,0.0953,0.0611
0.3,0.49,0.0936,0.0591
0.3,0.54,0.0915,0.0572
0.4,0.59,0.0890,0.0556
0.4,0.63,0.0858,0.0542
0.4,0.67,0.0824,0.0527
0.5,0.70,0.0784,0.0511
0.5,0.73,0.0739,0.0494
0.5,0.75,0.0691,0.0474
0.5,0.77,0.0641,0.0454
0.6,0.79,0.0590,0.0431
0.6,0.80,0.0537,0.0405
0.6,0.82,0.0481,0.0376
0.7,0.83,0.0425,0.0343
0.7,0.83,0.0367,0.0307
0.7,0.84,0.0308,0.0269
0.8,0.83,0.0249,0.0227
0.8,0.81,0.0188,0.0185
0.8,0.75,0.0127,0.0139
0.8,0.62,0.0064,0.0090
0.9,-0.00,-0.0000,0.0045
