# J, eta_p, CT, CP
0.0,0.00,0.1206,0.0904
0.0,0.05,0.1206,0.0892
0.1,0.10,0.1206,0.0880
0.1,0.15,0.1205,0.0867
0.1,0.20,0.1204,0.0855
0.2,0.25,0.1201,0.0840
0.2,0.30,0.1197,0.0826
0.2,0.35,0.1191,0.0814
0.3,0.40,0.1182,0.0798
0.3,0.45,0.1169,0.0784
0.3,0.50,0.1150,0.0770
0.4,0.55,0.1126,0.0753
0.4,0.60,0.1095,0.0740
0.4,0.64,0.1057,0.0723
0.5,0.67,0.1011,0.0703
0.5,0.71,0.0958,0.0681
0.5,0.74,0.0900,0.0655
0.6,0.76,0.0838,0.0627
0.6,0.78,0.0776,0.0597
0.6,0.80,0.0712,0.0565
0.7,0.82,0.0646,0.0529
0.7,0.83,0.0580,0.0490
0.7,0.84,0.0512,0.0446
0.8,0.85,0.0443,0.0399
0.8,0.86,0.0371,0.0348
0.8,0.85,0.0299,0.0293
0.9,0.83,0.0226,0.0236
0.9,0.78,0.0152,0.0177
0.9,0.62,0.0077,0.0116
1.0,-0.00,0.0000,0.0062
