# J, eta_p, CT, CP
0.0,0.00,0.1141,0.1156
0.0,0.05,0.1143,0.1140
0.1,0.09,0.1144,0.1125
0.1,0.14,0.1146,0.1109
0.2,0.19,0.1147,0.1091
0.2,0.23,0.1147,0.1075
0.2,0.28,0.1147,0.1058
0.3,0.33,0.1146,0.1036
0.3,0.37,0.1144,0.1017
0.3,0.42,0.1141,0.0998
0.4,0.47,0.1136,0.0979
0.4,0.52,0.1129,0.0960
0.5,0.56,0.1118,0.0942
0.5,0.61,0.1102,0.0921
0.5,0.66,0.1077,0.0894
0.6,0.71,0.1043,0.0867
0.6,0.74,0.0993,0.0835
0.7,0.77,0.0928,0.0798
0.7,0.80,0.0862,0.0760
0.7,0.82,0.0793,0.0721
0.8,0.83,0.0722,0.0677
0.8,0.85,0.0648,0.0626
0.9,0.86,0.0572,0.0571
0.9,0.87,0.0495,0.0512
0.9,0.87,0.0417,0.0447
1.0,0.87,0.0336,0.0378
1.0,0.85,0.0256,0.0306
1.1,0.78,0.0173,0.0233
1.1,0.61,0.0089,0.0162
1.1,-0.01,-0.0001,0.0089
