# J, eta_p, CT, CP
0.0,0.00,0.1213,0.1325
0.0,0.04,0.1214,0.1299
0.1,0.09,0.1215,0.1271
0.1,0.13,0.1215,0.1242
0.1,0.17,0.1214,0.1212
0.2,0.22,0.1213,0.1181
0.2,0.26,0.1211,0.1149
0.3,0.31,0.1207,0.1116
0.3,0.35,0.1202,0.1083
0.3,0.40,0.1195,0.1048
0.4,0.45,0.1184,0.1012
0.4,0.50,0.1168,0.0973
0.4,0.55,0.1147,0.0932
0.5,0.60,0.1118,0.0892
0.5,0.65,0.1081,0.0855
0.5,0.70,0.1036,0.0821
0.6,0.73,0.0980,0.0783
0.6,0.76,0.0916,0.0751
0.7,0.78,0.0850,0.0717
0.7,0.80,0.0781,0.0679
0.7,0.82,0.0712,0.0639
0.8,0.83,0.0638,0.0591
0.8,0.84,0.0564,0.0540
0.8,0.85,0.0488,0.0485
0.9,0.85,0.0411,0.0424
0.9,0.85,0.0332,0.0359
0.9,0.83,0.0251,0.0292
1.0,0.77,0.0166,0.0220
1.0,0.60,0.0086,0.0149
1.1,0.01,0.0002,0.0080
