# J, eta_p, CT, CP
0.00,0.0000,0.1028,0.0630
0.04,0.0688,0.1029,0.0641
0.08,0.1347,0.1031,0.0654
0.12,0.1976,0.1033,0.0667
0.16,0.2574,0.1035,0.0681
0.21,0.3142,0.1036,0.0695
0.25,0.3679,0.1038,0.0711
0.29,0.4185,0.1039,0.0728
0.33,0.4663,0.1040,0.0745
0.37,0.5112,0.1040,0.0762
0.41,0.5533,0.1040,0.0781
0.45,0.5927,0.1038,0.0799
0.49,0.6296,0.1035,0.0817
0.53,0.6638,0.1030,0.0834
0.57,0.6958,0.1019,0.0847
0.62,0.7261,0.1000,0.0852
0.66,0.7544,0.0968,0.0845
0.70,0.7806,0.0914,0.0818
0.74,0.8034,0.0846,0.0778
0.78,0.8209,0.0777,0.0738
0.82,0.8350,0.0707,0.0694
0.86,0.8459,0.0635,0.0646
0.90,0.8540,0.0560,0.0592
0.94,0.8595,0.0485,0.0532
0.98,0.8617,0.0408,0.0465
1.03,0.8564,0.0329,0.0394
1.07,0.8372,0.0249,0.0316
1.11,0.7835,0.0166,0.0235
1.15,0.6336,0.0084,0.0153
1.19,-0.0033,-0.0000,0.0073
