# J, eta_p, CT, CP
0.0,0.00,0.1069,0.0944
0.0,0.05,0.1069,0.0925
0.1,0.09,0.1069,0.0906
0.1,0.14,0.1069,0.0886
0.1,0.18,0.1068,0.0866
0.2,0.23,0.1066,0.0845
0.2,0.28,0.1063,0.0823
0.2,0.32,0.1059,0.0800
0.3,0.37,0.1053,0.0776
0.3,0.43,0.1043,0.0752
0.3,0.48,0.1030,0.0725
0.4,0.53,0.1013,0.0700
0.4,0.58,0.0990,0.0676
0.4,0.63,0.0961,0.0652
0.5,0.68,0.0921,0.0629
0.5,0.71,0.0868,0.0602
0.5,0.74,0.0815,0.0581
0.6,0.76,0.0759,0.0558
0.6,0.78,0.0702,0.0532
0.6,0.80,0.0645,0.0504
0.7,0.82,0.0586,0.0473
0.7,0.83,0.0525,0.0438
0.7,0.84,0.0463,0.0400
0.8,0.85,0.0400,0.0358
0.8,0.85,0.0336,0.0313
0.8,0.84,0.0271,0.0266
0.9,0.81,0.0204,0.0217
0.9,0.73,0.0137,0.0169
0.9,0.53,0.0069,0.0120
1.0,-0.00,-0.0000,0.0073
