# J, eta_p, CT, CP
0.00,0.0000,0.1105,0.0560
0.02,0.0535,0.1092,0.0541
0.05,0.1078,0.1079,0.0522
0.07,0.1625,0.1061,0.0504
0.10,0.2174,0.1041,0.0486
0.12,0.2717,0.1017,0.0471
0.15,0.3244,0.0989,0.0457
0.17,0.3740,0.0958,0.0445
0.20,0.4195,0.0924,0.0437
0.22,0.4616,0.0890,0.0429
0.25,0.4998,0.0854,0.0422
0.27,0.5360,0.0819,0.0415
0.30,0.5686,0.0782,0.0408
0.32,0.5984,0.0744,0.0399
0.35,0.6257,0.0705,0.0390
0.37,0.6503,0.0664,0.0379
0.39,0.6722,0.0623,0.0366
0.42,0.6912,0.0579,0.0352
0.44,0.7072,0.0536,0.0337
0.47,0.7199,0.0493,0.0321
0.49,0.7278,0.0448,0.0304
0.52,0.7319,0.0401,0.0284
0.54,0.7297,0.0353,0.0263
0.57,0.7195,0.0305,0.0240
0.59,0.6994,0.0255,0.0215
0.62,0.6609,0.0204,0.0191
0.64,0.5912,0.0154,0.0167
0.67,0.4834,0.0102,0.0140
0.69,0.3174,0.0054,0.0117
0.72,-0.0466,-0.0005,0.0087
