# J, eta_p, CT, CP
0.0,0.00,0.0939,0.0355
0.0,0.05,0.0923,0.0353
0.0,0.11,0.0906,0.0349
0.1,0.16,0.0887,0.0346
0.1,0.21,0.0868,0.0343
0.1,0.26,0.0847,0.0339
0.1,0.30,0.0825,0.0336
0.1,0.35,0.0801,0.0331
0.2,0.39,0.0776,0.0327
0.2,0.43,0.0748,0.0321
0.2,0.47,0.0719,0.0316
0.2,0.50,0.0689,0.0310
0.2,0.53,0.0658,0.0303
0.3,0.56,0.0627,0.0296
0.3,0.59,0.0595,0.0289
0.3,0.62,0.0561,0.0280
0.3,0.64,0.0527,0.0270
0.3,0.66,0.0491,0.0259
0.4,0.68,0.0455,0.0247
0.4,0.69,0.0418,0.0234
0.4,0.71,0.0379,0.0220
0.4,0.72,0.0340,0.0204
0.4,0.72,0.0301,0.0188
0.5,0.72,0.0260,0.0171
0.5,0.70,0.0219,0.0153
0.5,0.68,0.0177,0.0135
0.5,0.63,0.0134,0.0115
0.5,0.54,0.0090,0.0095
0.6,0.36,0.0046,0.0076
0.6,-0.00,-0.0000,0.0059
