# J, eta_p, CT, CP
0.0,0.00,0.1045,0.0470
0.0,0.06,0.1038,0.0466
0.0,0.11,0.1029,0.0462
0.1,0.17,0.1018,0.0458
0.1,0.22,0.1005,0.0454
0.1,0.27,0.0990,0.0450
0.1,0.32,0.0971,0.0445
0.2,0.37,0.0949,0.0440
0.2,0.42,0.0924,0.0434
0.2,0.47,0.0896,0.0427
0.2,0.51,0.0863,0.0420
0.3,0.55,0.0827,0.0412
0.3,0.58,0.0791,0.0404
0.3,0.61,0.0753,0.0394
0.3,0.64,0.0714,0.0383
0.4,0.67,0.0674,0.0372
0.4,0.70,0.0632,0.0358
0.4,0.72,0.0589,0.0343
0.4,0.74,0.0546,0.0327
0.5,0.76,0.0501,0.0309
0.5,0.77,0.0455,0.0289
0.5,0.79,0.0408,0.0268
0.5,0.80,0.0360,0.0245
0.6,0.80,0.0312,0.0221
0.6,0.79,0.0262,0.0195
0.6,0.77,0.0211,0.0169
0.6,0.73,0.0160,0.0141
0.7,0.64,0.0108,0.0113
0.7,0.44,0.0055,0.0085
0.7,-0.01,-0.0000,0.0058
