# V,    J,    eta_p,    CT,    CP,    P,    Q,    T
0.0,    0.00,    0.0000,    0.2413,    0.1325,    170.020,    0.086,    7.713
1.3,    0.03,    0.0573,    0.2382,    0.1341,    172.257,    0.087,    7.615
2.6,    0.06,    0.1117,    0.2348,    0.1355,    174.494,    0.088,    7.504
3.9,    0.10,    0.1634,    0.2308,    0.1367,    175.985,    0.088,    7.380
5.2,    0.13,    0.2124,    0.2264,    0.1375,    176.731,    0.089,    7.242
6.5,    0.16,    0.2605,    0.2217,    0.1372,    176.731,    0.089,    7.086
7.8,    0.19,    0.3048,    0.2163,    0.1372,    176.731,    0.089,    6.913
9.1,    0.23,    0.3470,    0.2103,    0.1367,    175.985,    0.088,    6.721
10.4,    0.26,    0.3873,    0.2035,    0.1355,    174.494,    0.088,    6.503
11.7,    0.29,    0.4254,    0.1962,    0.1338,    172.257,    0.086,    6.272
13.0,    0.32,    0.4613,    0.1887,    0.1319,    169.274,    0.085,    6.032
14.3,    0.35,    0.4951,    0.1810,    0.1296,    167.037,    0.084,    5.787
15.6,    0.39,    0.5269,    0.1731,    0.1271,    163.308,    0.082,    5.534
16.9,    0.42,    0.5565,    0.1650,    0.1242,    159.580,    0.080,    5.276
18.1,    0.45,    0.5840,    0.1566,    0.1210,    155.851,    0.078,    5.004
19.4,    0.48,    0.6088,    0.1478,    0.1174,    150.631,    0.076,    4.728
20.7,    0.52,    0.6312,    0.1389,    0.1135,    146.157,    0.073,    4.439
22.0,    0.55,    0.6511,    0.1297,    0.1091,    140.192,    0.071,    4.146
23.3,    0.58,    0.6684,    0.1202,    0.1044,    134.226,    0.067,    3.843
24.6,    0.61,    0.6829,    0.1105,    0.0991,    127.515,    0.064,    3.532
25.9,    0.64,    0.6942,    0.1005,    0.0934,    120.058,    0.060,    3.216
27.2,    0.68,    0.7014,    0.0903,    0.0871,    111.855,    0.056,    2.887
28.5,    0.71,    0.7033,    0.0799,    0.0805,    103.652,    0.052,    2.553
29.8,    0.74,    0.6976,    0.0690,    0.0734,    94.704,    0.047,    2.206
31.1,    0.77,    0.6822,    0.0582,    0.0660,    85.010,    0.043,    1.859
32.4,    0.81,    0.6503,    0.0470,    0.0582,    74.570,    0.038,    1.499
33.7,    0.84,    0.5918,    0.0354,    0.0502,    64.130,    0.032,    1.134
35.0,    0.87,    0.4925,    0.0238,    0.0421,    54.436,    0.027,    0.761
36.3,    0.90,    0.3190,    0.0120,    0.0339,    43.251,    0.022,    0.383
37.6,    0.93,    -0.0015,    0.0000,    0.0258,    33.556,    0.017,    0.000
