# V,    J,    eta_p,    CT,    CP,    P,    Q,    T
0.0,    0.00,    0.0000,    0.2511,    0.1407,    785.968,    0.242,    21.369
2.1,    0.03,    0.0565,    0.2487,    0.1429,    797.899,    0.246,    21.169
4.2,    0.06,    0.1103,    0.2458,    0.1448,    808.339,    0.249,    20.920
6.4,    0.10,    0.1614,    0.2423,    0.1463,    816.541,    0.252,    20.622
8.5,    0.13,    0.2100,    0.2381,    0.1473,    822.507,    0.253,    20.266
10.6,    0.16,    0.2561,    0.2333,    0.1479,    826.235,    0.254,    19.857
12.8,    0.19,    0.2999,    0.2278,    0.1480,    826.235,    0.255,    19.390
14.9,    0.23,    0.3417,    0.2217,    0.1475,    823.998,    0.254,    18.869
17.0,    0.26,    0.3817,    0.2147,    0.1461,    815.796,    0.251,    18.269
19.2,    0.29,    0.4202,    0.2069,    0.1439,    803.864,    0.248,    17.611
21.3,    0.32,    0.4568,    0.1989,    0.1414,    789.696,    0.243,    16.930
23.4,    0.36,    0.4916,    0.1907,    0.1386,    774.036,    0.238,    16.232
25.6,    0.39,    0.5246,    0.1823,    0.1354,    756.140,    0.233,    15.511
27.7,    0.42,    0.5573,    0.1737,    0.1316,    734.514,    0.226,    14.786
29.8,    0.45,    0.5866,    0.1648,    0.1277,    712.889,    0.220,    14.021
32.0,    0.49,    0.6131,    0.1555,    0.1235,    689.772,    0.213,    13.233
34.1,    0.52,    0.6364,    0.1460,    0.1192,    665.164,    0.205,    12.424
36.2,    0.55,    0.6573,    0.1362,    0.1144,    639.065,    0.197,    11.592
38.4,    0.58,    0.6757,    0.1262,    0.1092,    609.982,    0.188,    10.742
40.5,    0.62,    0.6911,    0.1159,    0.1034,    577.917,    0.178,    9.862
42.6,    0.65,    0.7033,    0.1054,    0.0973,    543.615,    0.167,    8.972
44.7,    0.68,    0.7113,    0.0947,    0.0908,    507.076,    0.156,    8.065
46.9,    0.71,    0.7138,    0.0837,    0.0838,    467.554,    0.144,    7.126
49.0,    0.75,    0.7089,    0.0725,    0.0764,    426.540,    0.131,    6.170
51.1,    0.78,    0.6914,    0.0611,    0.0688,    384.035,    0.118,    5.196
53.3,    0.81,    0.6626,    0.0494,    0.0605,    337.802,    0.104,    4.199
55.4,    0.84,    0.6055,    0.0373,    0.0520,    290.823,    0.089,    3.176
57.5,    0.88,    0.5052,    0.0251,    0.0435,    243.098,    0.075,    2.131
59.7,    0.91,    0.3275,    0.0125,    0.0348,    194.628,    0.060,    1.068
61.8,    0.94,    -0.0028,    -0.0001,    0.0259,    144.666,    0.045,    -0.004
